   1.01010110E-02  0.919890881                  NaN   1.00000000    
   2.02020220E-02   1.11579621       1.00000000       1.00000000    
   3.03030331E-02   1.05828536       1.00000000       1.00000000    
   4.04040441E-02   1.00011563       1.00000000      0.992654920    
   5.05050570E-02   1.00000000      0.999880493      0.999958396    
   6.06060661E-02   1.00000000       1.00000000       1.00000000    
   7.07070753E-02   1.00000000       1.00000000       1.00000000    
   8.08080882E-02              NaN              NaN   1.00000000    
   9.09091011E-02              NaN              NaN              NaN
  0.101010114                  NaN              NaN              NaN
  0.111111119                  NaN              NaN              NaN
  0.121212132                  NaN              NaN              NaN
  0.131313145                  NaN              NaN              NaN
  0.141414151                  NaN              NaN              NaN
  0.151515171                  NaN              NaN              NaN
  0.161616176                  NaN              NaN              NaN
  0.171717182                  NaN              NaN              NaN
  0.181818202                  NaN              NaN              NaN
  0.191919208                  NaN              NaN              NaN
  0.202020228                  NaN              NaN              NaN
  0.212121233                  NaN              NaN              NaN
  0.222222239                  NaN              NaN              NaN
  0.232323259                  NaN              NaN              NaN
  0.242424265                  NaN              NaN              NaN
  0.252525270                  NaN              NaN              NaN
  0.262626290                  NaN              NaN              NaN
  0.272727311                  NaN              NaN              NaN
  0.282828301                  NaN              NaN              NaN
  0.292929322                  NaN              NaN              NaN
  0.303030342                  NaN              NaN              NaN
  0.313131332                  NaN              NaN              NaN
  0.323232353                  NaN              NaN              NaN
  0.333333373                  NaN              NaN              NaN
  0.343434364                  NaN              NaN              NaN
  0.353535384                  NaN              NaN              NaN
  0.363636404                  NaN              NaN              NaN
  0.373737395                  NaN              NaN              NaN
  0.383838415                  NaN              NaN              NaN
  0.393939435                  NaN              NaN              NaN
  0.404040456                  NaN              NaN              NaN
  0.414141446                  NaN              NaN              NaN
  0.424242467                  NaN              NaN              NaN
  0.434343487                  NaN              NaN              NaN
  0.444444478                  NaN              NaN              NaN
  0.454545498                  NaN              NaN              NaN
  0.464646518                  NaN              NaN              NaN
  0.474747509                  NaN              NaN              NaN
  0.484848529                  NaN              NaN              NaN
  0.494949549                  NaN              NaN              NaN
  0.505050540                  NaN              NaN              NaN
  0.515151560                  NaN              NaN              NaN
  0.525252581                  NaN              NaN              NaN
  0.535353601       0.00000000                  NaN              NaN
  0.545454621       0.00000000                  NaN              NaN
  0.555555582       0.00000000                  NaN              NaN
  0.565656602       0.00000000                  NaN              NaN
  0.575757623       0.00000000                  NaN              NaN
  0.585858643       0.00000000                  NaN              NaN
  0.595959663       0.00000000                  NaN              NaN
  0.606060684       0.00000000                  NaN              NaN
  0.616161644       0.00000000                  NaN              NaN
  0.626262665       0.00000000                  NaN              NaN
  0.636363685       0.00000000                  NaN              NaN
  0.646464705       0.00000000                  NaN              NaN
  0.656565726       0.00000000                  NaN              NaN
  0.666666746       0.00000000                  NaN              NaN
  0.676767766       0.00000000                  NaN              NaN
  0.686868727       0.00000000                  NaN              NaN
  0.696969748       0.00000000                  NaN              NaN
  0.707070768       0.00000000                  NaN              NaN
  0.717171788       0.00000000                  NaN              NaN
  0.727272809       0.00000000                  NaN              NaN
  0.737373829       0.00000000                  NaN              NaN
  0.747474790       0.00000000                  NaN              NaN
  0.757575810       0.00000000                  NaN              NaN
  0.767676830       0.00000000                  NaN              NaN
  0.777777851       0.00000000                  NaN              NaN
  0.787878871       0.00000000                  NaN              NaN
  0.797979891       0.00000000                  NaN              NaN
  0.808080912       0.00000000                  NaN              NaN
  0.818181872       0.00000000                  NaN              NaN
  0.828282893       0.00000000                  NaN              NaN
  0.838383913       0.00000000                  NaN              NaN
  0.848484933       0.00000000                  NaN              NaN
  0.858585954       0.00000000                  NaN              NaN
  0.868686974       0.00000000                  NaN              NaN
  0.878787935       0.00000000                  NaN              NaN
  0.888888955       0.00000000                  NaN              NaN
  0.898989975       0.00000000                  NaN              NaN
  0.909090996       0.00000000                  NaN              NaN
  0.919192016       0.00000000                  NaN              NaN
  0.929293036       0.00000000                  NaN              NaN
  0.939393997       0.00000000                  NaN              NaN
  0.949495018       0.00000000                  NaN              NaN
  0.959596038       0.00000000                  NaN              NaN
  0.969697058       0.00000000                  NaN              NaN
  0.979798079       0.00000000                  NaN              NaN
  0.989899099       0.00000000                  NaN              NaN
   1.00000012       0.00000000                  NaN              NaN
   1.01010108       0.00000000                  NaN              NaN
   1.02020216       0.00000000                  NaN              NaN
   1.03030312       0.00000000                  NaN              NaN
   1.04040408       0.00000000                  NaN              NaN
   1.05050516       0.00000000                  NaN              NaN
   1.06060612       0.00000000                  NaN              NaN
   1.07070720       0.00000000                  NaN              NaN
   1.08080816       0.00000000                  NaN              NaN
   1.09090924       0.00000000                  NaN              NaN
   1.10101020       0.00000000                  NaN              NaN
   1.11111116       0.00000000                  NaN              NaN
   1.12121224       0.00000000                  NaN              NaN
   1.13131320       0.00000000                  NaN              NaN
   1.14141428       0.00000000                  NaN              NaN
   1.15151525       0.00000000                  NaN              NaN
   1.16161633       0.00000000                  NaN              NaN
   1.17171729       0.00000000                  NaN              NaN
   1.18181825       0.00000000                  NaN              NaN
   1.19191933       0.00000000                  NaN              NaN
   1.20202029       0.00000000                  NaN              NaN
   1.21212137       0.00000000                  NaN              NaN
   1.22222233       0.00000000                  NaN              NaN
   1.23232329       0.00000000                  NaN              NaN
   1.24242437       0.00000000                  NaN              NaN
   1.25252533       0.00000000                  NaN              NaN
   1.26262641       0.00000000                  NaN              NaN
   1.27272737       0.00000000                  NaN              NaN
   1.28282845       0.00000000                  NaN              NaN
   1.29292941       0.00000000                  NaN              NaN
   1.30303037       0.00000000                  NaN              NaN
   1.31313145       0.00000000                  NaN              NaN
   1.32323241       0.00000000                  NaN              NaN
   1.33333349       0.00000000                  NaN              NaN
   1.34343445       0.00000000                  NaN              NaN
   1.35353553       0.00000000                  NaN              NaN
   1.36363649       0.00000000                  NaN              NaN
   1.37373745       0.00000000                  NaN              NaN
   1.38383853       0.00000000                  NaN              NaN
   1.39393950       0.00000000                  NaN              NaN
   1.40404058       0.00000000                  NaN              NaN
   1.41414154       0.00000000                  NaN              NaN
   1.42424250       0.00000000                  NaN              NaN
   1.43434358       0.00000000                  NaN              NaN
   1.44444454       0.00000000                  NaN              NaN
   1.45454562       0.00000000                  NaN              NaN
   1.46464658       0.00000000                  NaN              NaN
   1.47474766       0.00000000                  NaN              NaN
   1.48484862       0.00000000                  NaN              NaN
   1.49494958       0.00000000                  NaN              NaN
   1.50505066       0.00000000                  NaN              NaN
   1.51515162       0.00000000                  NaN              NaN
   1.52525270       0.00000000                  NaN              NaN
   1.53535366       0.00000000                  NaN              NaN
   1.54545474       0.00000000                  NaN              NaN
   1.55555570       0.00000000                  NaN              NaN
   1.56565666       0.00000000                  NaN              NaN
   1.57575774       0.00000000                  NaN              NaN
   1.58585870       0.00000000                  NaN              NaN
   1.59595978       0.00000000                  NaN              NaN
   1.60606074       0.00000000                  NaN              NaN
   1.61616182       0.00000000                  NaN              NaN
   1.62626278       0.00000000                  NaN              NaN
   1.63636374       0.00000000                  NaN              NaN
   1.64646482       0.00000000                  NaN              NaN
   1.65656579       0.00000000                  NaN              NaN
   1.66666687       0.00000000                  NaN              NaN
   1.67676783       0.00000000                  NaN              NaN
